report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
16_o3_orkg_d4_b4,d4_b4,0.93,0.95,0.72,0.93,0.93,0.892,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/16_o3_orkg_d4_b4.md
17_o3_orkg_d1_b1,d1_b1,0.95,0.93,0.75,0.92,0.88,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/17_o3_orkg_d1_b1.md
17_o3_orkg_d1_b4,d1_b4,0.92,0.92,0.85,0.8,0.6,0.818,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/17_o3_orkg_d1_b4.md
17_o3_orkg_d4_b1,d4_b1,0.95,0.93,0.62,0.93,0.92,0.87,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/17_o3_orkg_d4_b1.md
17_o3_orkg_d4_b4,d4_b4,0.95,0.92,0.92,0.92,0.82,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/17_o3_orkg_d4_b4.md
18_o3_orkg_d1_b1,d1_b1,0.6,0.94,0.95,0.93,0.93,0.87,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/18_o3_orkg_d1_b1.md
18_o3_orkg_d1_b4,d1_b4,0.6,0.95,0.93,0.95,0.45,0.776,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/18_o3_orkg_d1_b4.md
18_o3_orkg_d4_b1,d4_b1,0.3,0.95,0.95,0.93,0.93,0.812,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/18_o3_orkg_d4_b1.md
18_o3_orkg_d4_b4,d4_b4,0.92,0.93,0.95,0.92,0.45,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/18_o3_orkg_d4_b4.md
19_o3_orkg_d1_b1,d1_b1,0.92,0.73,0.62,0.93,0.82,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/19_o3_orkg_d1_b1.md
19_o3_orkg_d1_b4,d1_b4,0.93,0.95,0.45,0.95,0.0,0.656,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/19_o3_orkg_d1_b4.md
19_o3_orkg_d4_b1,d4_b1,0.93,0.93,0.45,0.95,0.05,0.662,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/19_o3_orkg_d4_b1.md
19_o3_orkg_d4_b4,d4_b4,0.96,0.92,0.45,0.92,0.05,0.66,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/19_o3_orkg_d4_b4.md
1_o3_orkg_d1_b1,d1_b1,0.95,0.93,0.82,0.92,0.87,0.898,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/1_o3_orkg_d1_b1.md
1_o3_orkg_d1_b4,d1_b4,0.95,0.95,0.38,0.93,0.94,0.83,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/1_o3_orkg_d1_b4.md
1_o3_orkg_d4_b1,d4_b1,0.98,0.92,0.88,0.92,0.9,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/1_o3_orkg_d4_b1.md
1_o3_orkg_d4_b4,d4_b4,0.94,0.92,0.78,0.82,0.63,0.818,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/1_o3_orkg_d4_b4.md
20_o3_orkg_d1_b1,d1_b1,0.62,0.93,0.6,0.87,0.88,0.78,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/20_o3_orkg_d1_b1.md
20_o3_orkg_d1_b4,d1_b4,0.92,0.95,0.88,0.82,0.93,0.9,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/20_o3_orkg_d1_b4.md
20_o3_orkg_d4_b1,d4_b1,0.93,0.95,0.85,0.93,0.88,0.908,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/20_o3_orkg_d4_b1.md
20_o3_orkg_d4_b4,d4_b4,0.91,0.95,0.68,0.94,0.83,0.862,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/20_o3_orkg_d4_b4.md
21_o3_orkg_d1_b1,d1_b1,0.93,0.93,0.93,0.92,0.92,0.926,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/21_o3_orkg_d1_b1.md
21_o3_orkg_d1_b4,d1_b4,0.95,0.93,0.65,0.93,0.95,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/21_o3_orkg_d1_b4.md
21_o3_orkg_d4_b1,d4_b1,0.92,0.78,0.89,0.7,0.55,0.768,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/21_o3_orkg_d4_b1.md
21_o3_orkg_d4_b4,d4_b4,0.92,0.93,0.88,0.93,0.78,0.888,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/21_o3_orkg_d4_b4.md
22_o3_orkg_d1_b1,d1_b1,0.95,0.3,0.95,0.94,0.95,0.818,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d1_b1.md
22_o3_orkg_d1_b4,d1_b4,0.65,0.95,0.92,0.94,1.0,0.892,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d1_b4.md
22_o3_orkg_d4_b1,d4_b1,0.62,0.8,0.9,0.93,0.92,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d4_b1.md
22_o3_orkg_d4_b4,d4_b4,0.62,0.8,0.92,0.93,0.95,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d4_b4.md
23_o3_orkg_d1_b1,d1_b1,0.62,0.95,0.65,0.95,0.92,0.818,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d1_b1.md
23_o3_orkg_d1_b4,d1_b4,0.78,0.95,0.82,0.95,0.96,0.892,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d1_b4.md
23_o3_orkg_d4_b1,d4_b1,0.93,0.94,0.6,0.93,0.3,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d4_b1.md
23_o3_orkg_d4_b4,d4_b4,0.45,0.95,0.93,0.94,0.93,0.84,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d4_b4.md
24_o3_orkg_d1_b1,d1_b1,0.95,0.95,0.85,0.95,0.92,0.924,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d1_b1.md
24_o3_orkg_d1_b4,d1_b4,0.82,0.92,0.85,0.92,0.4,0.782,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d1_b4.md
24_o3_orkg_d4_b1,d4_b1,0.45,0.95,0.89,0.92,0.7,0.782,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d4_b1.md
24_o3_orkg_d4_b4,d4_b4,0.93,0.95,0.88,0.93,0.92,0.922,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d4_b4.md
25_o3_orkg_d1_b1,d1_b1,0.82,0.95,0.75,0.85,0.65,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d1_b1.md
25_o3_orkg_d1_b4,d1_b4,0.88,0.96,0.68,0.92,0.72,0.832,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d1_b4.md
25_o3_orkg_d4_b1,d4_b1,0.72,0.95,0.82,0.93,0.88,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d4_b1.md
25_o3_orkg_d4_b4,d4_b4,0.96,0.94,0.87,0.93,0.92,0.924,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d4_b4.md
26_o3_orkg_d1_b1,d1_b1,0.95,0.93,0.92,0.93,0.92,0.93,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d1_b1.md
26_o3_orkg_d1_b4,d1_b4,0.93,0.95,0.9,0.94,0.93,0.93,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d1_b4.md
26_o3_orkg_d4_b1,d4_b1,0.95,0.95,0.93,0.93,0.97,0.946,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d4_b1.md
26_o3_orkg_d4_b4,d4_b4,0.95,0.93,0.45,0.93,0.93,0.838,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d4_b4.md
27_o3_orkg_d1_b1,d1_b1,0.94,0.95,0.93,0.92,0.88,0.924,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d1_b1.md
27_o3_orkg_d1_b4,d1_b4,0.8,0.92,0.93,0.92,0.96,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d1_b4.md
27_o3_orkg_d4_b1,d4_b1,0.57,0.95,0.94,0.85,0.93,0.848,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d4_b1.md
27_o3_orkg_d4_b4,d4_b4,0.73,0.93,0.75,0.93,0.93,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d4_b4.md
28_o3_orkg_d1_b1,d1_b1,0.6,0.68,0.65,0.94,0.94,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d1_b1.md
28_o3_orkg_d1_b4,d1_b4,0.96,0.95,0.25,0.93,0.93,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d1_b4.md
28_o3_orkg_d4_b1,d4_b1,0.75,0.92,0.55,0.93,0.93,0.816,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d4_b1.md
28_o3_orkg_d4_b4,d4_b4,0.68,0.94,0.45,0.93,0.78,0.756,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d4_b4.md
29_o3_orkg_d1_b1,d1_b1,0.57,0.96,0.93,0.92,0.45,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d1_b1.md
29_o3_orkg_d1_b4,d1_b4,0.68,0.95,0.72,0.93,0.45,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d1_b4.md
29_o3_orkg_d4_b1,d4_b1,0.85,0.95,0.92,0.92,0.55,0.838,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d4_b1.md
29_o3_orkg_d4_b4,d4_b4,0.65,0.95,0.92,0.95,0.93,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d4_b4.md
2_o3_orkg_d1_b1,d1_b1,0.94,0.95,0.78,0.92,0.05,0.728,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d1_b1.md
2_o3_orkg_d1_b4,d1_b4,0.94,0.93,0.92,0.8,0.95,0.908,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d1_b4.md
2_o3_orkg_d4_b1,d4_b1,0.93,0.94,0.87,0.88,0.92,0.908,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d4_b1.md
2_o3_orkg_d4_b4,d4_b4,0.93,0.94,0.93,0.93,0.45,0.836,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d4_b4.md
30_o3_orkg_d1_b1,d1_b1,0.94,0.78,0.92,0.93,0.93,0.9,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d1_b1.md
30_o3_orkg_d1_b4,d1_b4,0.82,0.94,0.8,0.93,0.92,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d1_b4.md
30_o3_orkg_d4_b1,d4_b1,0.87,0.93,0.42,0.93,0.8,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d4_b1.md
30_o3_orkg_d4_b4,d4_b4,0.93,0.93,0.62,0.96,0.6,0.808,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d4_b4.md
31_o3_orkg_d1_b1,d1_b1,0.95,0.93,0.95,0.94,0.93,0.94,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d1_b1.md
31_o3_orkg_d1_b4,d1_b4,0.92,0.94,0.55,0.93,0.93,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d1_b4.md
31_o3_orkg_d4_b1,d4_b1,0.95,0.95,0.93,0.95,0.83,0.922,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d4_b1.md
31_o3_orkg_d4_b4,d4_b4,0.95,0.95,0.82,0.9,0.88,0.9,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d4_b4.md
32_o3_orkg_d1_b1,d1_b1,0.05,0.92,0.94,0.8,0.15,0.572,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d1_b1.md
32_o3_orkg_d1_b4,d1_b4,0.4,0.93,0.95,0.95,0.8,0.806,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d1_b4.md
32_o3_orkg_d4_b1,d4_b1,0.25,0.93,0.91,0.92,0.8,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d4_b1.md
32_o3_orkg_d4_b4,d4_b4,0.07,0.95,0.98,0.93,0.94,0.774,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d4_b4.md
33_o3_orkg_d1_b1,d1_b1,0.15,0.93,0.45,0.88,0.73,0.628,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d1_b1.md
33_o3_orkg_d1_b4,d1_b4,0.4,0.93,0.8,0.94,0.68,0.75,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d1_b4.md
33_o3_orkg_d4_b1,d4_b1,0.18,0.93,0.45,0.8,0.93,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d4_b1.md
33_o3_orkg_d4_b4,d4_b4,0.57,0.95,0.88,0.75,0.92,0.814,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d4_b4.md
34_o3_orkg_d1_b1,d1_b1,0.05,0.9,0.63,0.88,0.92,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d1_b1.md
34_o3_orkg_d1_b4,d1_b4,0.08,0.95,0.58,0.93,0.65,0.638,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d1_b4.md
34_o3_orkg_d4_b1,d4_b1,0.08,0.95,0.6,0.95,0.72,0.66,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d4_b1.md
34_o3_orkg_d4_b4,d4_b4,0.18,0.93,0.85,0.93,0.92,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d4_b4.md
35_o3_orkg_d1_b1,d1_b1,0.85,0.94,0.45,0.93,0.92,0.818,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d1_b1.md
35_o3_orkg_d1_b4,d1_b4,0.83,0.93,0.88,0.96,0.92,0.904,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d1_b4.md
35_o3_orkg_d4_b1,d4_b1,0.57,0.95,0.6,0.95,0.95,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d4_b1.md
35_o3_orkg_d4_b4,d4_b4,0.95,0.95,0.45,0.95,0.94,0.848,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d4_b4.md
36_o3_orkg_d1_b1,d1_b1,0.95,0.93,0.88,0.93,0.95,0.928,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d1_b1.md
36_o3_orkg_d1_b4,d1_b4,0.95,0.95,0.82,0.94,0.93,0.918,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d1_b4.md
36_o3_orkg_d4_b1,d4_b1,0.93,0.95,0.92,0.92,0.93,0.93,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d4_b1.md
36_o3_orkg_d4_b4,d4_b4,0.93,0.95,0.62,0.92,0.53,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d4_b4.md
37_o3_orkg_d1_b1,d1_b1,0.45,0.95,0.82,0.95,0.65,0.764,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d1_b1.md
37_o3_orkg_d1_b4,d1_b4,0.6,0.93,0.82,0.78,0.87,0.8,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d1_b4.md
37_o3_orkg_d4_b1,d4_b1,0.55,0.93,0.65,0.95,0.65,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d4_b1.md
37_o3_orkg_d4_b4,d4_b4,0.55,0.95,0.85,0.94,0.93,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d4_b4.md
38_o3_orkg_d1_b1,d1_b1,0.95,0.95,0.92,0.92,0.93,0.934,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d1_b1.md
38_o3_orkg_d1_b4,d1_b4,0.88,0.95,0.6,0.92,0.92,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d1_b4.md
38_o3_orkg_d4_b1,d4_b1,0.73,0.95,0.92,0.93,0.92,0.89,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d4_b1.md
38_o3_orkg_d4_b4,d4_b4,0.85,0.95,0.92,0.93,0.95,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d4_b4.md
39_o3_orkg_d1_b1,d1_b1,0.6,0.92,0.93,0.92,0.94,0.862,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d1_b1.md
39_o3_orkg_d1_b4,d1_b4,0.75,0.78,0.78,0.93,0.92,0.832,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d1_b4.md
39_o3_orkg_d4_b1,d4_b1,0.92,0.93,0.78,0.93,0.92,0.896,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d4_b1.md
39_o3_orkg_d4_b4,d4_b4,0.83,0.92,0.93,0.93,0.93,0.908,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d4_b4.md
3_o3_orkg_d1_b1,d1_b1,0.94,0.93,0.6,0.92,0.55,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d1_b1.md
3_o3_orkg_d1_b4,d1_b4,0.95,0.95,0.7,0.92,0.75,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d1_b4.md
3_o3_orkg_d4_b1,d4_b1,0.93,0.92,0.53,0.93,0.55,0.772,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d4_b1.md
3_o3_orkg_d4_b4,d4_b4,0.94,0.95,0.72,0.92,0.95,0.896,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d4_b4.md
40_o3_orkg_d1_b1,d1_b1,0.92,0.93,0.93,0.95,0.94,0.934,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d1_b1.md
40_o3_orkg_d1_b4,d1_b4,0.92,0.93,0.65,0.92,0.87,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d1_b4.md
40_o3_orkg_d4_b1,d4_b1,0.95,0.95,0.6,0.93,0.94,0.874,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d4_b1.md
40_o3_orkg_d4_b4,d4_b4,0.95,0.93,0.72,0.93,0.83,0.872,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d4_b4.md
41_o3_orkg_d1_b1,d1_b1,0.95,0.95,0.92,0.92,0.94,0.936,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d1_b1.md
41_o3_orkg_d1_b4,d1_b4,0.95,0.93,0.45,0.9,0.45,0.736,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d1_b4.md
41_o3_orkg_d4_b1,d4_b1,0.93,0.95,0.87,0.78,0.55,0.816,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d4_b1.md
41_o3_orkg_d4_b4,d4_b4,0.96,0.93,0.85,0.87,0.88,0.898,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d4_b4.md
42_o3_orkg_d1_b1,d1_b1,0.92,0.6,0.93,0.92,0.92,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d1_b1.md
42_o3_orkg_d1_b4,d1_b4,0.78,0.85,0.72,0.93,0.55,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d1_b4.md
42_o3_orkg_d4_b1,d4_b1,0.67,0.92,0.72,0.93,0.93,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d4_b1.md
