report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
20_o3-mini_orkg_d4_b4,d4_b4,0.66,0.92,0.59,0.82,0.59,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d4_b4.md
21_o3-mini_orkg_d1_b1,d1_b1,0.71,0.67,0.54,0.57,0.81,0.66,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d1_b1.md
21_o3-mini_orkg_d1_b4,d1_b4,0.69,0.82,0.53,0.47,0.73,0.648,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d1_b4.md
21_o3-mini_orkg_d4_b1,d4_b1,0.62,0.78,0.57,0.69,0.83,0.698,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d4_b1.md
21_o3-mini_orkg_d4_b4,d4_b4,0.82,0.91,0.53,0.71,0.86,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d4_b4.md
22_o3-mini_orkg_d1_b1,d1_b1,0.41,0.51,0.54,0.88,0.76,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d1_b1.md
22_o3-mini_orkg_d1_b4,d1_b4,0.58,0.37,0.62,0.63,0.84,0.608,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d1_b4.md
22_o3-mini_orkg_d4_b1,d4_b1,0.77,0.61,0.47,0.89,0.93,0.734,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d4_b1.md
22_o3-mini_orkg_d4_b4,d4_b4,0.66,0.28,0.57,0.91,0.94,0.672,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d4_b4.md
23_o3-mini_orkg_d1_b1,d1_b1,0.66,0.81,0.37,0.59,0.67,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d1_b1.md
23_o3-mini_orkg_d1_b4,d1_b4,0.66,0.92,0.52,0.69,0.84,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d1_b4.md
23_o3-mini_orkg_d4_b1,d4_b1,0.41,0.87,0.49,0.58,0.61,0.592,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d4_b1.md
23_o3-mini_orkg_d4_b4,d4_b4,0.64,0.93,0.62,0.71,0.73,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d4_b4.md
24_o3-mini_orkg_d1_b1,d1_b1,0.58,0.79,0.34,0.69,0.67,0.614,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d1_b1.md
24_o3-mini_orkg_d1_b4,d1_b4,0.49,0.92,0.43,0.66,0.74,0.648,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d1_b4.md
24_o3-mini_orkg_d4_b1,d4_b1,0.36,0.77,0.41,0.67,0.61,0.564,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d4_b1.md
24_o3-mini_orkg_d4_b4,d4_b4,0.52,0.82,0.72,0.62,0.78,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d4_b4.md
25_o3-mini_orkg_d1_b1,d1_b1,0.61,0.86,0.42,0.53,0.66,0.616,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d1_b1.md
25_o3-mini_orkg_d1_b4,d1_b4,0.74,0.83,0.48,0.68,0.64,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d1_b4.md
25_o3-mini_orkg_d4_b1,d4_b1,0.57,0.93,0.59,0.76,0.72,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d4_b1.md
25_o3-mini_orkg_d4_b4,d4_b4,0.56,0.92,0.69,0.64,0.89,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d4_b4.md
26_o3-mini_orkg_d1_b1,d1_b1,0.82,0.83,0.47,0.67,0.82,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d1_b1.md
26_o3-mini_orkg_d1_b4,d1_b4,0.68,0.89,0.47,0.67,0.86,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d1_b4.md
26_o3-mini_orkg_d4_b1,d4_b1,0.77,0.81,0.42,0.69,0.88,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d4_b1.md
26_o3-mini_orkg_d4_b4,d4_b4,0.86,0.91,0.53,0.81,0.83,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d4_b4.md
27_o3-mini_orkg_d1_b1,d1_b1,0.49,0.73,0.33,0.57,0.58,0.54,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d1_b1.md
27_o3-mini_orkg_d1_b4,d1_b4,0.48,0.64,0.46,0.43,0.53,0.508,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d1_b4.md
27_o3-mini_orkg_d4_b1,d4_b1,0.43,0.59,0.38,0.63,0.47,0.5,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d4_b1.md
27_o3-mini_orkg_d4_b4,d4_b4,0.69,0.86,0.62,0.59,0.83,0.718,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d4_b4.md
28_o3-mini_orkg_d1_b1,d1_b1,0.64,0.62,0.42,0.69,0.92,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d1_b1.md
28_o3-mini_orkg_d1_b4,d1_b4,0.66,0.76,0.58,0.63,0.78,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d1_b4.md
28_o3-mini_orkg_d4_b1,d4_b1,0.72,0.79,0.47,0.63,0.64,0.65,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d4_b1.md
28_o3-mini_orkg_d4_b4,d4_b4,0.83,0.95,0.61,0.58,0.82,0.758,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d4_b4.md
29_o3-mini_orkg_d1_b1,d1_b1,0.62,0.77,0.56,0.59,0.73,0.654,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d1_b1.md
29_o3-mini_orkg_d1_b4,d1_b4,0.56,0.87,0.41,0.48,0.56,0.576,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d1_b4.md
29_o3-mini_orkg_d4_b1,d4_b1,0.47,0.91,0.48,0.61,0.77,0.648,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d4_b1.md
29_o3-mini_orkg_d4_b4,d4_b4,0.67,0.94,0.61,0.62,0.61,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d4_b4.md
2_o3-mini_orkg_d1_b1,d1_b1,0.58,0.74,0.47,0.64,0.79,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d1_b1.md
2_o3-mini_orkg_d1_b4,d1_b4,0.69,0.87,0.51,0.64,0.68,0.678,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d1_b4.md
2_o3-mini_orkg_d4_b1,d4_b1,0.67,0.86,0.45,0.67,0.76,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d4_b1.md
2_o3-mini_orkg_d4_b4,d4_b4,0.56,0.84,0.67,0.62,0.86,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d4_b4.md
30_o3-mini_orkg_d1_b1,d1_b1,0.69,0.63,0.56,0.62,0.67,0.634,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d1_b1.md
30_o3-mini_orkg_d1_b4,d1_b4,0.73,0.79,0.49,0.54,0.87,0.684,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d1_b4.md
30_o3-mini_orkg_d4_b1,d4_b1,0.64,0.84,0.58,0.62,0.83,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d4_b1.md
30_o3-mini_orkg_d4_b4,d4_b4,0.79,0.84,0.44,0.53,0.69,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d4_b4.md
31_o3-mini_orkg_d1_b1,d1_b1,0.86,0.77,0.39,0.64,0.83,0.698,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d1_b1.md
31_o3-mini_orkg_d1_b4,d1_b4,0.83,0.84,0.58,0.76,0.74,0.75,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d1_b4.md
31_o3-mini_orkg_d4_b1,d4_b1,0.86,0.86,0.46,0.61,0.86,0.73,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d4_b1.md
31_o3-mini_orkg_d4_b4,d4_b4,0.83,0.93,0.73,0.58,0.62,0.738,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d4_b4.md
32_o3-mini_orkg_d1_b1,d1_b1,0.54,0.64,0.61,0.69,0.62,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d1_b1.md
32_o3-mini_orkg_d1_b4,d1_b4,0.54,0.63,0.66,0.61,0.83,0.654,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d1_b4.md
32_o3-mini_orkg_d4_b1,d4_b1,0.41,0.61,0.53,0.53,0.51,0.518,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d4_b1.md
32_o3-mini_orkg_d4_b4,d4_b4,0.61,0.61,0.63,0.73,0.63,0.642,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d4_b4.md
33_o3-mini_orkg_d1_b1,d1_b1,0.53,0.59,0.28,0.59,0.66,0.53,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d1_b1.md
33_o3-mini_orkg_d1_b4,d1_b4,0.51,0.67,0.46,0.52,0.56,0.544,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d1_b4.md
33_o3-mini_orkg_d4_b1,d4_b1,0.31,0.67,0.37,0.46,0.47,0.456,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d4_b1.md
33_o3-mini_orkg_d4_b4,d4_b4,0.56,0.89,0.67,0.69,0.74,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d4_b4.md
34_o3-mini_orkg_d1_b1,d1_b1,0.37,0.67,0.28,0.48,0.43,0.446,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d1_b1.md
34_o3-mini_orkg_d1_b4,d1_b4,0.47,0.83,0.18,0.71,0.54,0.546,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d1_b4.md
34_o3-mini_orkg_d4_b1,d4_b1,0.34,0.84,0.52,0.59,0.67,0.592,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d4_b1.md
34_o3-mini_orkg_d4_b4,d4_b4,0.44,0.79,0.52,0.46,0.54,0.55,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d4_b4.md
35_o3-mini_orkg_d1_b1,d1_b1,0.49,0.76,0.39,0.67,0.76,0.614,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d1_b1.md
35_o3-mini_orkg_d1_b4,d1_b4,0.57,0.74,0.33,0.56,0.74,0.588,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d1_b4.md
35_o3-mini_orkg_d4_b1,d4_b1,0.56,0.86,0.33,0.67,0.66,0.616,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d4_b1.md
35_o3-mini_orkg_d4_b4,d4_b4,0.77,0.92,0.49,0.67,0.73,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d4_b4.md
36_o3-mini_orkg_d1_b1,d1_b1,0.66,0.82,0.46,0.73,0.91,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d1_b1.md
36_o3-mini_orkg_d1_b4,d1_b4,0.62,0.89,0.41,0.82,0.82,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d1_b4.md
36_o3-mini_orkg_d4_b1,d4_b1,0.62,0.73,0.66,0.73,0.87,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d4_b1.md
36_o3-mini_orkg_d4_b4,d4_b4,0.83,0.93,0.77,0.83,0.81,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d4_b4.md
37_o3-mini_orkg_d1_b1,d1_b1,0.42,0.82,0.33,0.63,0.61,0.562,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d1_b1.md
37_o3-mini_orkg_d1_b4,d1_b4,0.44,0.73,0.34,0.46,0.61,0.516,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d1_b4.md
37_o3-mini_orkg_d4_b1,d4_b1,0.34,0.83,0.47,0.67,0.56,0.574,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d4_b1.md
37_o3-mini_orkg_d4_b4,d4_b4,0.64,0.87,0.56,0.68,0.73,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d4_b4.md
38_o3-mini_orkg_d1_b1,d1_b1,0.66,0.72,0.61,0.66,0.83,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d1_b1.md
38_o3-mini_orkg_d1_b4,d1_b4,0.53,0.88,0.42,0.58,0.68,0.618,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d1_b4.md
38_o3-mini_orkg_d4_b1,d4_b1,0.66,0.87,0.57,0.76,0.84,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d4_b1.md
38_o3-mini_orkg_d4_b4,d4_b4,0.59,0.94,0.53,0.82,0.88,0.752,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d4_b4.md
39_o3-mini_orkg_d1_b1,d1_b1,0.68,0.78,0.57,0.58,0.72,0.666,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d1_b1.md
39_o3-mini_orkg_d1_b4,d1_b4,0.71,0.66,0.48,0.68,0.77,0.66,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d1_b4.md
39_o3-mini_orkg_d4_b1,d4_b1,0.59,0.78,0.54,0.68,0.63,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d4_b1.md
39_o3-mini_orkg_d4_b4,d4_b4,0.61,0.76,0.68,0.81,0.81,0.734,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d4_b4.md
3_o3-mini_orkg_d1_b1,d1_b1,0.69,0.76,0.59,0.58,0.69,0.662,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d1_b1.md
3_o3-mini_orkg_d1_b4,d1_b4,0.68,0.84,0.43,0.63,0.74,0.664,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d1_b4.md
3_o3-mini_orkg_d4_b1,d4_b1,0.87,0.91,0.46,0.67,0.61,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b1.md
