report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
15_o3-mini_orkg_d1_b1,d1_b1,0.6,0.7,0.45,0.92,0.86,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d1_b1.md
15_o3-mini_orkg_d1_b4,d1_b4,0.55,0.92,0.05,0.8,0.55,0.574,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d1_b4.md
15_o3-mini_orkg_d4_b1,d4_b1,0.66,0.85,0.08,0.63,0.6,0.564,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d4_b1.md
15_o3-mini_orkg_d4_b4,d4_b4,0.75,0.92,0.6,0.48,0.85,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d4_b4.md
16_o3-mini_orkg_d1_b1,d1_b1,0.83,0.92,0.43,0.6,0.92,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d1_b1.md
16_o3-mini_orkg_d1_b4,d1_b4,0.6,0.93,0.45,0.92,0.83,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d1_b4.md
16_o3-mini_orkg_d4_b1,d4_b1,0.6,0.93,0.65,0.67,0.92,0.754,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d4_b1.md
16_o3-mini_orkg_d4_b4,d4_b4,0.6,0.95,0.8,0.92,0.85,0.824,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d4_b4.md
17_o3-mini_orkg_d1_b1,d1_b1,0.83,0.72,0.4,0.65,0.87,0.694,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d1_b1.md
17_o3-mini_orkg_d1_b4,d1_b4,0.92,0.92,0.85,0.63,0.6,0.784,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d1_b4.md
17_o3-mini_orkg_d4_b1,d4_b1,0.93,0.93,0.92,0.72,0.88,0.876,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d4_b1.md
17_o3-mini_orkg_d4_b4,d4_b4,0.8,0.92,0.45,0.55,0.62,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d4_b4.md
18_o3-mini_orkg_d1_b1,d1_b1,0.2,0.65,0.53,0.6,0.91,0.578,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d1_b1.md
18_o3-mini_orkg_d1_b4,d1_b4,0.2,0.75,0.82,0.75,0.67,0.638,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d1_b4.md
18_o3-mini_orkg_d4_b1,d4_b1,0.4,0.75,0.6,0.92,0.88,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d4_b1.md
18_o3-mini_orkg_d4_b4,d4_b4,0.2,0.95,0.93,0.55,0.3,0.586,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d4_b4.md
19_o3-mini_orkg_d1_b1,d1_b1,0.77,0.45,0.55,0.92,0.4,0.618,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d1_b1.md
19_o3-mini_orkg_d1_b4,d1_b4,0.65,0.92,0.58,0.92,0.7,0.754,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d1_b4.md
19_o3-mini_orkg_d4_b1,d4_b1,0.8,0.8,0.45,0.77,0.8,0.724,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d4_b1.md
19_o3-mini_orkg_d4_b4,d4_b4,0.6,0.85,0.6,0.85,0.08,0.596,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d4_b4.md
1_o3-mini_orkg_d1_b1,d1_b1,0.6,0.66,0.55,0.6,0.65,0.612,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d1_b1.md
1_o3-mini_orkg_d1_b4,d1_b4,0.45,0.73,0.6,0.72,0.75,0.65,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d1_b4.md
1_o3-mini_orkg_d4_b1,d4_b1,0.6,0.92,0.1,0.65,0.88,0.63,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d4_b1.md
1_o3-mini_orkg_d4_b4,d4_b4,0.6,0.94,0.5,0.65,0.88,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d4_b4.md
20_o3-mini_orkg_d1_b1,d1_b1,0.55,0.87,0.55,0.72,0.88,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d1_b1.md
20_o3-mini_orkg_d1_b4,d1_b4,0.45,0.92,0.3,0.65,0.92,0.648,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d1_b4.md
20_o3-mini_orkg_d4_b1,d4_b1,0.65,0.93,0.45,0.65,0.78,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d4_b1.md
20_o3-mini_orkg_d4_b4,d4_b4,0.45,0.92,0.45,0.92,0.4,0.628,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d4_b4.md
21_o3-mini_orkg_d1_b1,d1_b1,0.75,0.72,0.05,0.62,0.92,0.612,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d1_b1.md
21_o3-mini_orkg_d1_b4,d1_b4,0.63,0.8,0.42,0.6,0.65,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d1_b4.md
21_o3-mini_orkg_d4_b1,d4_b1,0.65,0.87,0.56,0.63,0.62,0.666,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d4_b1.md
21_o3-mini_orkg_d4_b4,d4_b4,0.92,0.95,0.45,0.65,0.82,0.758,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d4_b4.md
22_o3-mini_orkg_d1_b1,d1_b1,0.4,0.45,0.55,0.92,0.92,0.648,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d1_b1.md
22_o3-mini_orkg_d1_b4,d1_b4,0.45,0.45,0.52,0.65,0.92,0.598,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d1_b4.md
22_o3-mini_orkg_d4_b1,d4_b1,0.53,0.25,0.35,0.92,0.95,0.6,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d4_b1.md
22_o3-mini_orkg_d4_b4,d4_b4,0.48,0.78,0.65,0.82,0.9,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d4_b4.md
23_o3-mini_orkg_d1_b1,d1_b1,0.55,0.95,0.45,0.73,0.75,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d1_b1.md
23_o3-mini_orkg_d1_b4,d1_b4,0.45,0.95,0.15,0.83,0.6,0.596,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d1_b4.md
23_o3-mini_orkg_d4_b1,d4_b1,0.25,0.95,0.25,0.58,0.05,0.416,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d4_b1.md
23_o3-mini_orkg_d4_b4,d4_b4,0.4,0.95,0.78,0.87,0.7,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d4_b4.md
24_o3-mini_orkg_d1_b1,d1_b1,0.65,0.83,0.45,0.88,0.57,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d1_b1.md
24_o3-mini_orkg_d1_b4,d1_b4,0.55,0.95,0.65,0.8,0.4,0.67,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d1_b4.md
24_o3-mini_orkg_d4_b1,d4_b1,0.2,0.8,0.65,0.7,0.45,0.56,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d4_b1.md
24_o3-mini_orkg_d4_b4,d4_b4,0.55,0.8,0.92,0.68,0.88,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d4_b4.md
25_o3-mini_orkg_d1_b1,d1_b1,0.6,0.93,0.45,0.5,0.92,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d1_b1.md
25_o3-mini_orkg_d1_b4,d1_b4,0.6,0.92,0.6,0.88,0.6,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d1_b4.md
25_o3-mini_orkg_d4_b1,d4_b1,0.45,0.88,0.6,0.65,0.6,0.636,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d4_b1.md
25_o3-mini_orkg_d4_b4,d4_b4,0.45,0.95,0.85,0.45,0.3,0.6,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d4_b4.md
26_o3-mini_orkg_d1_b1,d1_b1,0.6,0.92,0.3,0.75,0.65,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d1_b1.md
26_o3-mini_orkg_d1_b4,d1_b4,0.58,0.95,0.3,0.82,0.92,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d1_b4.md
26_o3-mini_orkg_d4_b1,d4_b1,0.85,0.78,0.3,0.7,0.92,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d4_b1.md
26_o3-mini_orkg_d4_b4,d4_b4,0.73,0.85,0.45,0.83,0.95,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d4_b4.md
27_o3-mini_orkg_d1_b1,d1_b1,0.3,0.93,0.3,0.67,0.65,0.57,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d1_b1.md
27_o3-mini_orkg_d1_b4,d1_b4,0.57,0.85,0.45,0.3,0.45,0.524,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d1_b4.md
27_o3-mini_orkg_d4_b1,d4_b1,0.55,0.7,0.3,0.45,0.45,0.49,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d4_b1.md
27_o3-mini_orkg_d4_b4,d4_b4,0.72,0.94,0.88,0.45,0.7,0.738,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d4_b4.md
28_o3-mini_orkg_d1_b1,d1_b1,0.65,0.62,0.3,0.62,0.92,0.622,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d1_b1.md
28_o3-mini_orkg_d1_b4,d1_b4,0.65,0.92,0.35,0.6,0.94,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d1_b4.md
28_o3-mini_orkg_d4_b1,d4_b1,0.65,0.87,0.28,0.55,0.6,0.59,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d4_b1.md
28_o3-mini_orkg_d4_b4,d4_b4,0.63,0.93,0.6,0.72,0.92,0.76,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d4_b4.md
29_o3-mini_orkg_d1_b1,d1_b1,0.25,0.8,0.45,0.6,0.68,0.556,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d1_b1.md
29_o3-mini_orkg_d1_b4,d1_b4,0.45,0.94,0.2,0.45,0.27,0.462,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d1_b4.md
29_o3-mini_orkg_d4_b1,d4_b1,0.3,0.95,0.65,0.6,0.92,0.684,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d4_b1.md
29_o3-mini_orkg_d4_b4,d4_b4,0.4,0.93,0.82,0.42,0.55,0.624,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d4_b4.md
2_o3-mini_orkg_d1_b1,d1_b1,0.55,0.7,0.45,0.65,0.92,0.654,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d1_b1.md
2_o3-mini_orkg_d1_b4,d1_b4,0.78,0.92,0.45,0.85,0.4,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d1_b4.md
2_o3-mini_orkg_d4_b1,d4_b1,0.3,0.92,0.35,0.75,0.4,0.544,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d4_b1.md
2_o3-mini_orkg_d4_b4,d4_b4,0.8,0.7,0.92,0.92,0.93,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d4_b4.md
30_o3-mini_orkg_d1_b1,d1_b1,0.68,0.6,0.53,0.67,0.82,0.66,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d1_b1.md
30_o3-mini_orkg_d1_b4,d1_b4,0.7,0.6,0.35,0.68,0.6,0.586,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d1_b4.md
30_o3-mini_orkg_d4_b1,d4_b1,0.6,0.87,0.6,0.73,0.94,0.748,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d4_b1.md
30_o3-mini_orkg_d4_b4,d4_b4,0.92,0.88,0.15,0.6,0.85,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d4_b4.md
31_o3-mini_orkg_d1_b1,d1_b1,0.82,0.85,0.35,0.58,0.93,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d1_b1.md
31_o3-mini_orkg_d1_b4,d1_b4,0.88,0.93,0.45,0.65,0.93,0.768,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d1_b4.md
31_o3-mini_orkg_d4_b1,d4_b1,0.82,0.93,0.25,0.72,0.8,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d4_b1.md
31_o3-mini_orkg_d4_b4,d4_b4,0.87,0.94,0.83,0.45,0.68,0.754,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d4_b4.md
32_o3-mini_orkg_d1_b1,d1_b1,0.4,0.73,0.57,0.8,0.63,0.626,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d1_b1.md
32_o3-mini_orkg_d1_b4,d1_b4,0.05,0.65,0.65,0.7,0.65,0.54,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d1_b4.md
32_o3-mini_orkg_d4_b1,d4_b1,0.15,0.93,0.6,0.53,0.3,0.502,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d4_b1.md
32_o3-mini_orkg_d4_b4,d4_b4,0.05,0.78,0.55,0.62,0.63,0.526,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d4_b4.md
33_o3-mini_orkg_d1_b1,d1_b1,0.4,0.78,0.15,0.58,0.45,0.472,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d1_b1.md
33_o3-mini_orkg_d1_b4,d1_b4,0.15,0.55,0.15,0.45,0.55,0.37,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d1_b4.md
33_o3-mini_orkg_d4_b1,d4_b1,0.2,0.77,0.15,0.45,0.35,0.384,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d4_b1.md
33_o3-mini_orkg_d4_b4,d4_b4,0.45,0.92,0.55,0.65,0.6,0.634,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d4_b4.md
34_o3-mini_orkg_d1_b1,d1_b1,0.05,0.62,0.15,0.45,0.08,0.27,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d1_b1.md
34_o3-mini_orkg_d1_b4,d1_b4,0.05,0.92,0.08,0.92,0.25,0.444,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d1_b4.md
34_o3-mini_orkg_d4_b1,d4_b1,0.07,0.83,0.45,0.6,0.92,0.574,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d4_b1.md
34_o3-mini_orkg_d4_b4,d4_b4,0.15,0.85,0.55,0.4,0.6,0.51,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d4_b4.md
35_o3-mini_orkg_d1_b1,d1_b1,0.4,0.95,0.28,0.85,0.75,0.646,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d1_b1.md
35_o3-mini_orkg_d1_b4,d1_b4,0.47,0.75,0.2,0.92,0.75,0.618,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d1_b4.md
35_o3-mini_orkg_d4_b1,d4_b1,0.55,0.94,0.3,0.6,0.45,0.568,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d4_b1.md
35_o3-mini_orkg_d4_b4,d4_b4,0.55,0.93,0.18,0.68,0.7,0.608,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d4_b4.md
36_o3-mini_orkg_d1_b1,d1_b1,0.7,0.65,0.4,0.8,0.88,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d1_b1.md
36_o3-mini_orkg_d1_b4,d1_b4,0.65,0.72,0.3,0.65,0.9,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d1_b4.md
36_o3-mini_orkg_d4_b1,d4_b1,0.45,0.65,0.62,0.83,0.93,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d4_b1.md
36_o3-mini_orkg_d4_b4,d4_b4,0.85,0.92,0.92,0.68,0.58,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d4_b4.md
37_o3-mini_orkg_d1_b1,d1_b1,0.3,0.93,0.2,0.55,0.4,0.476,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d1_b1.md
37_o3-mini_orkg_d1_b4,d1_b4,0.3,0.8,0.08,0.3,0.45,0.386,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d1_b4.md
37_o3-mini_orkg_d4_b1,d4_b1,0.3,0.94,0.35,0.63,0.45,0.534,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d4_b1.md
37_o3-mini_orkg_d4_b4,d4_b4,0.45,0.93,0.3,0.6,0.6,0.576,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d4_b4.md
38_o3-mini_orkg_d1_b1,d1_b1,0.6,0.82,0.62,0.45,0.88,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d1_b1.md
38_o3-mini_orkg_d1_b4,d1_b4,0.6,0.92,0.42,0.72,0.92,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d1_b4.md
38_o3-mini_orkg_d4_b1,d4_b1,0.75,0.93,0.45,0.85,0.78,0.752,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d4_b1.md
38_o3-mini_orkg_d4_b4,d4_b4,0.6,0.92,0.45,0.55,0.65,0.634,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d4_b4.md
39_o3-mini_orkg_d1_b1,d1_b1,0.58,0.85,0.6,0.6,0.92,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d1_b1.md
39_o3-mini_orkg_d1_b4,d1_b4,0.65,0.83,0.45,0.92,0.88,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d1_b4.md
39_o3-mini_orkg_d4_b1,d4_b1,0.4,0.92,0.6,0.7,0.7,0.664,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d4_b1.md
39_o3-mini_orkg_d4_b4,d4_b4,0.45,0.92,0.6,0.83,0.82,0.724,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d4_b4.md
3_o3-mini_orkg_d1_b1,d1_b1,0.7,0.85,0.6,0.45,0.92,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d1_b1.md
3_o3-mini_orkg_d1_b4,d1_b4,0.6,0.93,0.2,0.72,0.83,0.656,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d1_b4.md
3_o3-mini_orkg_d4_b1,d4_b1,0.94,0.92,0.4,0.67,0.3,0.646,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b1.md
