report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
13_o3-mini_orkg_d1_b4,d1_b4,0.56,0.76,0.42,0.73,0.72,0.638,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/13_o3-mini_orkg_d1_b4.md
13_o3-mini_orkg_d4_b1,d4_b1,0.73,0.63,0.67,0.63,0.83,0.698,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/13_o3-mini_orkg_d4_b1.md
13_o3-mini_orkg_d4_b4,d4_b4,0.58,0.94,0.53,0.78,0.58,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/13_o3-mini_orkg_d4_b4.md
14_o3-mini_orkg_d1_b1,d1_b1,0.57,0.78,0.72,0.68,0.67,0.684,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/14_o3-mini_orkg_d1_b1.md
14_o3-mini_orkg_d1_b4,d1_b4,0.57,0.82,0.66,0.62,0.62,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/14_o3-mini_orkg_d1_b4.md
14_o3-mini_orkg_d4_b1,d4_b1,0.57,0.72,0.63,0.82,0.82,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/14_o3-mini_orkg_d4_b1.md
14_o3-mini_orkg_d4_b4,d4_b4,0.67,0.77,0.76,0.83,0.58,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/14_o3-mini_orkg_d4_b4.md
15_o3-mini_orkg_d1_b1,d1_b1,0.62,0.73,0.53,0.58,0.72,0.636,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d1_b1.md
15_o3-mini_orkg_d1_b4,d1_b4,0.72,0.83,0.35,0.63,0.57,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d1_b4.md
15_o3-mini_orkg_d4_b1,d4_b1,0.78,0.72,0.56,0.78,0.72,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d4_b1.md
15_o3-mini_orkg_d4_b4,d4_b4,0.77,0.87,0.63,0.64,0.67,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/15_o3-mini_orkg_d4_b4.md
16_o3-mini_orkg_d1_b1,d1_b1,0.73,0.76,0.58,0.72,0.58,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d1_b1.md
16_o3-mini_orkg_d1_b4,d1_b4,0.67,0.79,0.56,0.79,0.73,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d1_b4.md
16_o3-mini_orkg_d4_b1,d4_b1,0.68,0.82,0.63,0.72,0.73,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d4_b1.md
16_o3-mini_orkg_d4_b4,d4_b4,0.72,0.86,0.72,0.68,0.83,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/16_o3-mini_orkg_d4_b4.md
17_o3-mini_orkg_d1_b1,d1_b1,0.68,0.66,0.57,0.62,0.65,0.636,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d1_b1.md
17_o3-mini_orkg_d1_b4,d1_b4,0.82,0.83,0.67,0.67,0.66,0.73,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d1_b4.md
17_o3-mini_orkg_d4_b1,d4_b1,0.84,0.84,0.66,0.72,0.85,0.782,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d4_b1.md
17_o3-mini_orkg_d4_b4,d4_b4,0.77,0.83,0.62,0.67,0.76,0.73,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/17_o3-mini_orkg_d4_b4.md
18_o3-mini_orkg_d1_b1,d1_b1,0.46,0.72,0.62,0.73,0.92,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d1_b1.md
18_o3-mini_orkg_d1_b4,d1_b4,0.57,0.74,0.67,0.73,0.77,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d1_b4.md
18_o3-mini_orkg_d4_b1,d4_b1,0.58,0.72,0.63,0.84,0.63,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d4_b1.md
18_o3-mini_orkg_d4_b4,d4_b4,0.58,0.87,0.83,0.83,0.63,0.748,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/18_o3-mini_orkg_d4_b4.md
19_o3-mini_orkg_d1_b1,d1_b1,0.72,0.66,0.67,0.77,0.68,0.7,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d1_b1.md
19_o3-mini_orkg_d1_b4,d1_b4,0.78,0.83,0.62,0.78,0.78,0.758,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d1_b4.md
19_o3-mini_orkg_d4_b1,d4_b1,0.78,0.78,0.57,0.67,0.73,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d4_b1.md
19_o3-mini_orkg_d4_b4,d4_b4,0.73,0.86,0.57,0.67,0.58,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/19_o3-mini_orkg_d4_b4.md
1_o3-mini_orkg_d1_b1,d1_b1,0.58,0.74,0.63,0.68,0.64,0.654,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d1_b1.md
1_o3-mini_orkg_d1_b4,d1_b4,0.63,0.78,0.63,0.66,0.73,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d1_b4.md
1_o3-mini_orkg_d4_b1,d4_b1,0.69,0.82,0.58,0.62,0.72,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d4_b1.md
1_o3-mini_orkg_d4_b4,d4_b4,0.78,0.88,0.58,0.62,0.68,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/1_o3-mini_orkg_d4_b4.md
20_o3-mini_orkg_d1_b1,d1_b1,0.66,0.72,0.63,0.78,0.78,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d1_b1.md
20_o3-mini_orkg_d1_b4,d1_b4,0.73,0.82,0.63,0.76,0.76,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d1_b4.md
20_o3-mini_orkg_d4_b1,d4_b1,0.76,0.83,0.63,0.71,0.83,0.752,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d4_b1.md
20_o3-mini_orkg_d4_b4,d4_b4,0.73,0.92,0.58,0.92,0.45,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/20_o3-mini_orkg_d4_b4.md
21_o3-mini_orkg_d1_b1,d1_b1,0.78,0.71,0.62,0.68,0.92,0.742,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d1_b1.md
21_o3-mini_orkg_d1_b4,d1_b4,0.83,0.78,0.62,0.62,0.68,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d1_b4.md
21_o3-mini_orkg_d4_b1,d4_b1,0.63,0.82,0.61,0.73,0.72,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d4_b1.md
21_o3-mini_orkg_d4_b4,d4_b4,0.86,0.86,0.62,0.82,0.78,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/21_o3-mini_orkg_d4_b4.md
22_o3-mini_orkg_d1_b1,d1_b1,0.62,0.43,0.63,0.62,0.94,0.648,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d1_b1.md
22_o3-mini_orkg_d1_b4,d1_b4,0.67,0.72,0.57,0.73,0.91,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d1_b4.md
22_o3-mini_orkg_d4_b1,d4_b1,0.63,0.66,0.68,0.83,0.92,0.744,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d4_b1.md
22_o3-mini_orkg_d4_b4,d4_b4,0.66,0.86,0.62,0.78,0.94,0.772,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/22_o3-mini_orkg_d4_b4.md
23_o3-mini_orkg_d1_b1,d1_b1,0.68,0.86,0.42,0.63,0.66,0.65,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d1_b1.md
23_o3-mini_orkg_d1_b4,d1_b4,0.63,0.87,0.44,0.74,0.92,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d1_b4.md
23_o3-mini_orkg_d4_b1,d4_b1,0.56,0.86,0.57,0.64,0.62,0.65,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d4_b1.md
23_o3-mini_orkg_d4_b4,d4_b4,0.73,0.78,0.58,0.72,0.72,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/23_o3-mini_orkg_d4_b4.md
24_o3-mini_orkg_d1_b1,d1_b1,0.63,0.72,0.53,0.63,0.68,0.638,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d1_b1.md
24_o3-mini_orkg_d1_b4,d1_b4,0.62,0.83,0.43,0.78,0.68,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d1_b4.md
24_o3-mini_orkg_d4_b1,d4_b1,0.43,0.63,0.56,0.73,0.68,0.606,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d4_b1.md
24_o3-mini_orkg_d4_b4,d4_b4,0.63,0.73,0.63,0.63,0.72,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/24_o3-mini_orkg_d4_b4.md
25_o3-mini_orkg_d1_b1,d1_b1,0.67,0.86,0.54,0.62,0.68,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d1_b1.md
25_o3-mini_orkg_d1_b4,d1_b4,0.67,0.91,0.61,0.73,0.67,0.718,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d1_b4.md
25_o3-mini_orkg_d4_b1,d4_b1,0.62,0.83,0.62,0.63,0.72,0.684,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d4_b1.md
25_o3-mini_orkg_d4_b4,d4_b4,0.68,0.86,0.66,0.73,0.67,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/25_o3-mini_orkg_d4_b4.md
26_o3-mini_orkg_d1_b1,d1_b1,0.78,0.83,0.42,0.78,0.63,0.688,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d1_b1.md
26_o3-mini_orkg_d1_b4,d1_b4,0.67,0.86,0.56,0.83,0.78,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d1_b4.md
26_o3-mini_orkg_d4_b1,d4_b1,0.86,0.82,0.43,0.65,0.78,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d4_b1.md
26_o3-mini_orkg_d4_b4,d4_b4,0.76,0.83,0.63,0.82,0.77,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/26_o3-mini_orkg_d4_b4.md
27_o3-mini_orkg_d1_b1,d1_b1,0.62,0.72,0.44,0.62,0.48,0.576,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d1_b1.md
27_o3-mini_orkg_d1_b4,d1_b4,0.62,0.72,0.56,0.56,0.63,0.618,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d1_b4.md
27_o3-mini_orkg_d4_b1,d4_b1,0.57,0.73,0.4,0.53,0.53,0.552,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d4_b1.md
27_o3-mini_orkg_d4_b4,d4_b4,0.65,0.86,0.62,0.78,0.71,0.724,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/27_o3-mini_orkg_d4_b4.md
28_o3-mini_orkg_d1_b1,d1_b1,0.66,0.66,0.56,0.68,0.83,0.678,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d1_b1.md
28_o3-mini_orkg_d1_b4,d1_b4,0.77,0.76,0.57,0.73,0.92,0.75,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d1_b4.md
28_o3-mini_orkg_d4_b1,d4_b1,0.66,0.76,0.42,0.61,0.77,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d4_b1.md
28_o3-mini_orkg_d4_b4,d4_b4,0.78,0.78,0.63,0.73,0.77,0.738,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/28_o3-mini_orkg_d4_b4.md
29_o3-mini_orkg_d1_b1,d1_b1,0.67,0.72,0.63,0.68,0.78,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d1_b1.md
29_o3-mini_orkg_d1_b4,d1_b4,0.62,0.87,0.57,0.57,0.56,0.638,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d1_b4.md
29_o3-mini_orkg_d4_b1,d4_b1,0.58,0.83,0.62,0.82,0.73,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d4_b1.md
29_o3-mini_orkg_d4_b4,d4_b4,0.73,0.87,0.67,0.72,0.56,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/29_o3-mini_orkg_d4_b4.md
2_o3-mini_orkg_d1_b1,d1_b1,0.58,0.68,0.56,0.72,0.82,0.672,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d1_b1.md
2_o3-mini_orkg_d1_b4,d1_b4,0.83,0.72,0.62,0.72,0.78,0.734,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d1_b4.md
2_o3-mini_orkg_d4_b1,d4_b1,0.67,0.82,0.57,0.68,0.64,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d4_b1.md
2_o3-mini_orkg_d4_b4,d4_b4,0.78,0.83,0.68,0.83,0.82,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/2_o3-mini_orkg_d4_b4.md
30_o3-mini_orkg_d1_b1,d1_b1,0.68,0.72,0.42,0.62,0.63,0.614,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d1_b1.md
30_o3-mini_orkg_d1_b4,d1_b4,0.66,0.78,0.57,0.72,0.63,0.672,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d1_b4.md
30_o3-mini_orkg_d4_b1,d4_b1,0.72,0.72,0.62,0.73,0.74,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d4_b1.md
30_o3-mini_orkg_d4_b4,d4_b4,0.73,0.82,0.44,0.73,0.63,0.67,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/30_o3-mini_orkg_d4_b4.md
31_o3-mini_orkg_d1_b1,d1_b1,0.83,0.82,0.46,0.68,0.82,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d1_b1.md
31_o3-mini_orkg_d1_b4,d1_b4,0.83,0.83,0.57,0.68,0.92,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d1_b4.md
31_o3-mini_orkg_d4_b1,d4_b1,0.83,0.77,0.57,0.67,0.86,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d4_b1.md
31_o3-mini_orkg_d4_b4,d4_b4,0.82,0.86,0.68,0.78,0.72,0.772,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/31_o3-mini_orkg_d4_b4.md
32_o3-mini_orkg_d1_b1,d1_b1,0.62,0.73,0.68,0.68,0.76,0.694,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d1_b1.md
32_o3-mini_orkg_d1_b4,d1_b4,0.47,0.68,0.73,0.73,0.86,0.694,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d1_b4.md
32_o3-mini_orkg_d4_b1,d4_b1,0.63,0.72,0.62,0.63,0.62,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d4_b1.md
32_o3-mini_orkg_d4_b4,d4_b4,0.58,0.73,0.67,0.62,0.66,0.652,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/32_o3-mini_orkg_d4_b4.md
33_o3-mini_orkg_d1_b1,d1_b1,0.68,0.68,0.42,0.68,0.68,0.628,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d1_b1.md
33_o3-mini_orkg_d1_b4,d1_b4,0.57,0.73,0.43,0.62,0.56,0.582,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d1_b4.md
33_o3-mini_orkg_d4_b1,d4_b1,0.57,0.73,0.44,0.58,0.58,0.58,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d4_b1.md
33_o3-mini_orkg_d4_b4,d4_b4,0.62,0.86,0.62,0.62,0.82,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/33_o3-mini_orkg_d4_b4.md
34_o3-mini_orkg_d1_b1,d1_b1,0.43,0.66,0.38,0.54,0.58,0.518,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d1_b1.md
34_o3-mini_orkg_d1_b4,d1_b4,0.46,0.67,0.37,0.68,0.57,0.55,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d1_b4.md
34_o3-mini_orkg_d4_b1,d4_b1,0.52,0.82,0.62,0.62,0.76,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d4_b1.md
34_o3-mini_orkg_d4_b4,d4_b4,0.54,0.72,0.63,0.72,0.44,0.61,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/34_o3-mini_orkg_d4_b4.md
35_o3-mini_orkg_d1_b1,d1_b1,0.57,0.73,0.43,0.68,0.65,0.612,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d1_b1.md
35_o3-mini_orkg_d1_b4,d1_b4,0.68,0.86,0.57,0.67,0.68,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d1_b4.md
35_o3-mini_orkg_d4_b1,d4_b1,0.52,0.83,0.42,0.62,0.63,0.604,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d4_b1.md
35_o3-mini_orkg_d4_b4,d4_b4,0.63,0.92,0.68,0.68,0.67,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/35_o3-mini_orkg_d4_b4.md
36_o3-mini_orkg_d1_b1,d1_b1,0.73,0.72,0.47,0.67,0.88,0.694,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d1_b1.md
36_o3-mini_orkg_d1_b4,d1_b4,0.68,0.72,0.46,0.72,0.83,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d1_b4.md
36_o3-mini_orkg_d4_b1,d4_b1,0.68,0.78,0.63,0.64,0.82,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d4_b1.md
36_o3-mini_orkg_d4_b4,d4_b4,0.72,0.87,0.73,0.86,0.78,0.792,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/36_o3-mini_orkg_d4_b4.md
37_o3-mini_orkg_d1_b1,d1_b1,0.62,0.86,0.43,0.67,0.82,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d1_b1.md
37_o3-mini_orkg_d1_b4,d1_b4,0.57,0.68,0.34,0.67,0.57,0.566,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d1_b4.md
37_o3-mini_orkg_d4_b1,d4_b1,0.57,0.87,0.42,0.62,0.62,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d4_b1.md
37_o3-mini_orkg_d4_b4,d4_b4,0.73,0.78,0.58,0.63,0.72,0.688,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/37_o3-mini_orkg_d4_b4.md
38_o3-mini_orkg_d1_b1,d1_b1,0.67,0.7,0.58,0.72,0.87,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d1_b1.md
38_o3-mini_orkg_d1_b4,d1_b4,0.62,0.89,0.57,0.63,0.73,0.688,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d1_b4.md
38_o3-mini_orkg_d4_b1,d4_b1,0.68,0.92,0.63,0.78,0.73,0.748,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d4_b1.md
38_o3-mini_orkg_d4_b4,d4_b4,0.72,0.92,0.63,0.82,0.68,0.754,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/38_o3-mini_orkg_d4_b4.md
39_o3-mini_orkg_d1_b1,d1_b1,0.67,0.73,0.62,0.67,0.68,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d1_b1.md
39_o3-mini_orkg_d1_b4,d1_b4,0.78,0.76,0.63,0.73,0.82,0.744,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d1_b4.md
39_o3-mini_orkg_d4_b1,d4_b1,0.68,0.82,0.68,0.66,0.62,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d4_b1.md
39_o3-mini_orkg_d4_b4,d4_b4,0.67,0.78,0.67,0.68,0.62,0.684,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/39_o3-mini_orkg_d4_b4.md
3_o3-mini_orkg_d1_b1,d1_b1,0.66,0.76,0.63,0.73,0.73,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d1_b1.md
3_o3-mini_orkg_d1_b4,d1_b4,0.68,0.82,0.47,0.68,0.73,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d1_b4.md
3_o3-mini_orkg_d4_b1,d4_b1,0.92,0.83,0.62,0.72,0.45,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b1.md
