report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
21_o3_orkg_d4_b4,d4_b4,0.96,0.94,0.83,0.93,0.91,0.914,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/21_o3_orkg_d4_b4.md
22_o3_orkg_d1_b1,d1_b1,0.92,0.57,0.91,0.94,0.94,0.856,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d1_b1.md
22_o3_orkg_d1_b4,d1_b4,0.82,0.63,0.89,0.94,0.94,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d1_b4.md
22_o3_orkg_d4_b1,d4_b1,0.87,0.89,0.87,0.94,0.94,0.902,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d4_b1.md
22_o3_orkg_d4_b4,d4_b4,0.87,0.92,0.78,0.94,0.96,0.894,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/22_o3_orkg_d4_b4.md
23_o3_orkg_d1_b1,d1_b1,0.92,0.94,0.59,0.92,0.93,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d1_b1.md
23_o3_orkg_d1_b4,d1_b4,0.87,0.86,0.81,0.94,0.94,0.884,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d1_b4.md
23_o3_orkg_d4_b1,d4_b1,0.91,0.92,0.7,0.93,0.96,0.884,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d4_b1.md
23_o3_orkg_d4_b4,d4_b4,0.87,0.93,0.74,0.94,0.93,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/23_o3_orkg_d4_b4.md
24_o3_orkg_d1_b1,d1_b1,0.93,0.93,0.83,0.94,0.87,0.9,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d1_b1.md
24_o3_orkg_d1_b4,d1_b4,0.88,0.92,0.86,0.93,0.84,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d1_b4.md
24_o3_orkg_d4_b1,d4_b1,0.81,0.87,0.63,0.93,0.89,0.826,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d4_b1.md
24_o3_orkg_d4_b4,d4_b4,0.93,0.96,0.89,0.96,0.94,0.936,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/24_o3_orkg_d4_b4.md
25_o3_orkg_d1_b1,d1_b1,0.86,0.89,0.69,0.93,0.86,0.846,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d1_b1.md
25_o3_orkg_d1_b4,d1_b4,0.81,0.94,0.62,0.91,0.89,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d1_b4.md
25_o3_orkg_d4_b1,d4_b1,0.82,0.89,0.61,0.87,0.91,0.82,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d4_b1.md
25_o3_orkg_d4_b4,d4_b4,0.96,0.96,0.69,0.92,0.91,0.888,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/25_o3_orkg_d4_b4.md
26_o3_orkg_d1_b1,d1_b1,0.94,0.82,0.84,0.92,0.94,0.892,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d1_b1.md
26_o3_orkg_d1_b4,d1_b4,0.94,0.94,0.79,0.94,0.96,0.914,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d1_b4.md
26_o3_orkg_d4_b1,d4_b1,0.96,0.96,0.86,0.94,0.93,0.93,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d4_b1.md
26_o3_orkg_d4_b4,d4_b4,0.96,0.94,0.79,0.94,0.98,0.922,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/26_o3_orkg_d4_b4.md
27_o3_orkg_d1_b1,d1_b1,0.91,0.96,0.77,0.91,0.94,0.898,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d1_b1.md
27_o3_orkg_d1_b4,d1_b4,0.82,0.89,0.86,0.94,0.92,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d1_b4.md
27_o3_orkg_d4_b1,d4_b1,0.86,0.93,0.91,0.88,0.94,0.904,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d4_b1.md
27_o3_orkg_d4_b4,d4_b4,0.79,0.93,0.91,0.88,0.92,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/27_o3_orkg_d4_b4.md
28_o3_orkg_d1_b1,d1_b1,0.81,0.77,0.61,0.93,0.96,0.816,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d1_b1.md
28_o3_orkg_d1_b4,d1_b4,0.96,0.94,0.61,0.96,0.94,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d1_b4.md
28_o3_orkg_d4_b1,d4_b1,0.86,0.86,0.61,0.94,0.94,0.842,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d4_b1.md
28_o3_orkg_d4_b4,d4_b4,0.83,0.96,0.68,0.93,0.88,0.856,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/28_o3_orkg_d4_b4.md
29_o3_orkg_d1_b1,d1_b1,0.88,0.94,0.88,0.92,0.77,0.878,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d1_b1.md
29_o3_orkg_d1_b4,d1_b4,0.84,0.92,0.59,0.86,0.76,0.794,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d1_b4.md
29_o3_orkg_d4_b1,d4_b1,0.89,0.93,0.73,0.93,0.79,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d4_b1.md
29_o3_orkg_d4_b4,d4_b4,0.88,0.96,0.82,0.93,0.92,0.902,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/29_o3_orkg_d4_b4.md
2_o3_orkg_d1_b1,d1_b1,0.97,0.89,0.88,0.89,0.94,0.914,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d1_b1.md
2_o3_orkg_d1_b4,d1_b4,0.96,0.93,0.86,0.93,0.96,0.928,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d1_b4.md
2_o3_orkg_d4_b1,d4_b1,0.94,0.93,0.83,0.93,0.94,0.914,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d4_b1.md
2_o3_orkg_d4_b4,d4_b4,0.94,0.96,0.88,0.94,0.94,0.932,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/2_o3_orkg_d4_b4.md
30_o3_orkg_d1_b1,d1_b1,0.87,0.84,0.81,0.91,0.84,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d1_b1.md
30_o3_orkg_d1_b4,d1_b4,0.84,0.93,0.72,0.94,0.91,0.868,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d1_b4.md
30_o3_orkg_d4_b1,d4_b1,0.77,0.91,0.66,0.91,0.92,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d4_b1.md
30_o3_orkg_d4_b4,d4_b4,0.91,0.96,0.71,0.93,0.88,0.878,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/30_o3_orkg_d4_b4.md
31_o3_orkg_d1_b1,d1_b1,0.96,0.93,0.87,0.96,0.91,0.926,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d1_b1.md
31_o3_orkg_d1_b4,d1_b4,0.93,0.93,0.83,0.94,0.94,0.914,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d1_b4.md
31_o3_orkg_d4_b1,d4_b1,0.94,0.92,0.88,0.92,0.94,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d4_b1.md
31_o3_orkg_d4_b4,d4_b4,0.96,0.97,0.66,0.89,0.92,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/31_o3_orkg_d4_b4.md
32_o3_orkg_d1_b1,d1_b1,0.87,0.74,0.91,0.91,0.93,0.872,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d1_b1.md
32_o3_orkg_d1_b4,d1_b4,0.66,0.79,0.91,0.84,0.86,0.812,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d1_b4.md
32_o3_orkg_d4_b1,d4_b1,0.73,0.66,0.79,0.93,0.87,0.796,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d4_b1.md
32_o3_orkg_d4_b4,d4_b4,0.53,0.84,0.92,0.86,0.93,0.816,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/32_o3_orkg_d4_b4.md
33_o3_orkg_d1_b1,d1_b1,0.59,0.78,0.58,0.93,0.93,0.762,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d1_b1.md
33_o3_orkg_d1_b4,d1_b4,0.86,0.91,0.67,0.92,0.91,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d1_b4.md
33_o3_orkg_d4_b1,d4_b1,0.59,0.92,0.62,0.86,0.94,0.786,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d4_b1.md
33_o3_orkg_d4_b4,d4_b4,0.88,0.96,0.79,0.88,0.96,0.894,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/33_o3_orkg_d4_b4.md
34_o3_orkg_d1_b1,d1_b1,0.59,0.83,0.66,0.88,0.82,0.756,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d1_b1.md
34_o3_orkg_d1_b4,d1_b4,0.67,0.88,0.84,0.93,0.88,0.84,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d1_b4.md
34_o3_orkg_d4_b1,d4_b1,0.53,0.91,0.74,0.94,0.94,0.812,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d4_b1.md
34_o3_orkg_d4_b4,d4_b4,0.63,0.91,0.86,0.94,0.83,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/34_o3_orkg_d4_b4.md
35_o3_orkg_d1_b1,d1_b1,0.83,0.96,0.66,0.92,0.93,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d1_b1.md
35_o3_orkg_d1_b4,d1_b4,0.87,0.93,0.78,0.94,0.83,0.87,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d1_b4.md
35_o3_orkg_d4_b1,d4_b1,0.83,0.93,0.72,0.93,0.94,0.87,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d4_b1.md
35_o3_orkg_d4_b4,d4_b4,0.96,0.95,0.83,0.94,0.94,0.924,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/35_o3_orkg_d4_b4.md
36_o3_orkg_d1_b1,d1_b1,0.89,0.93,0.89,0.97,0.92,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d1_b1.md
36_o3_orkg_d1_b4,d1_b4,0.93,0.92,0.74,0.94,0.91,0.888,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d1_b4.md
36_o3_orkg_d4_b1,d4_b1,0.94,0.84,0.91,0.92,0.86,0.894,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d4_b1.md
36_o3_orkg_d4_b4,d4_b4,0.96,0.94,0.84,0.92,0.94,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/36_o3_orkg_d4_b4.md
37_o3_orkg_d1_b1,d1_b1,0.86,0.93,0.83,0.94,0.83,0.878,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d1_b1.md
37_o3_orkg_d1_b4,d1_b4,0.76,0.89,0.81,0.93,0.83,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d1_b4.md
37_o3_orkg_d4_b1,d4_b1,0.89,0.84,0.69,0.96,0.92,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d4_b1.md
37_o3_orkg_d4_b4,d4_b4,0.94,0.96,0.86,0.93,0.94,0.926,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/37_o3_orkg_d4_b4.md
38_o3_orkg_d1_b1,d1_b1,0.94,0.91,0.82,0.91,0.92,0.9,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d1_b1.md
38_o3_orkg_d1_b4,d1_b4,0.89,0.91,0.72,0.91,0.92,0.87,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d1_b4.md
38_o3_orkg_d4_b1,d4_b1,0.83,0.93,0.67,0.91,0.94,0.856,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d4_b1.md
38_o3_orkg_d4_b4,d4_b4,0.93,0.96,0.81,0.92,0.93,0.91,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/38_o3_orkg_d4_b4.md
39_o3_orkg_d1_b1,d1_b1,0.92,0.91,0.84,0.92,0.96,0.91,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d1_b1.md
39_o3_orkg_d1_b4,d1_b4,0.76,0.83,0.72,0.94,0.94,0.838,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d1_b4.md
39_o3_orkg_d4_b1,d4_b1,0.91,0.87,0.68,0.93,0.93,0.864,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d4_b1.md
39_o3_orkg_d4_b4,d4_b4,0.94,0.91,0.88,0.93,0.94,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/39_o3_orkg_d4_b4.md
3_o3_orkg_d1_b1,d1_b1,0.94,0.93,0.73,0.86,0.73,0.838,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d1_b1.md
3_o3_orkg_d1_b4,d1_b4,0.93,0.88,0.83,0.92,0.84,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d1_b4.md
3_o3_orkg_d4_b1,d4_b1,0.93,0.94,0.69,0.91,0.78,0.85,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d4_b1.md
3_o3_orkg_d4_b4,d4_b4,0.92,0.97,0.84,0.92,0.81,0.892,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/3_o3_orkg_d4_b4.md
40_o3_orkg_d1_b1,d1_b1,0.86,0.84,0.79,0.93,0.92,0.868,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d1_b1.md
40_o3_orkg_d1_b4,d1_b4,0.93,0.93,0.74,0.88,0.88,0.872,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d1_b4.md
40_o3_orkg_d4_b1,d4_b1,0.93,0.88,0.67,0.93,0.91,0.864,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d4_b1.md
40_o3_orkg_d4_b4,d4_b4,0.96,0.91,0.69,0.88,0.93,0.874,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/40_o3_orkg_d4_b4.md
41_o3_orkg_d1_b1,d1_b1,0.93,0.91,0.62,0.89,0.87,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d1_b1.md
41_o3_orkg_d1_b4,d1_b4,0.96,0.92,0.66,0.86,0.48,0.776,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d1_b4.md
41_o3_orkg_d4_b1,d4_b1,0.96,0.92,0.82,0.84,0.83,0.874,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d4_b1.md
41_o3_orkg_d4_b4,d4_b4,0.96,0.94,0.86,0.87,0.77,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/41_o3_orkg_d4_b4.md
42_o3_orkg_d1_b1,d1_b1,0.82,0.71,0.79,0.89,0.83,0.808,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d1_b1.md
42_o3_orkg_d1_b4,d1_b4,0.72,0.69,0.59,0.94,0.84,0.756,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d1_b4.md
42_o3_orkg_d4_b1,d4_b1,0.77,0.93,0.68,0.94,0.94,0.852,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d4_b1.md
