report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
13_o3_orkg_d4_b4,d4_b4,0.77,0.93,0.81,0.88,0.94,0.866,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/13_o3_orkg_d4_b4.md
14_o3_orkg_d1_b1,d1_b1,0.67,0.89,0.72,0.86,0.93,0.814,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/14_o3_orkg_d1_b1.md
14_o3_orkg_d1_b4,d1_b4,0.82,0.83,0.66,0.87,0.96,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/14_o3_orkg_d1_b4.md
14_o3_orkg_d4_b1,d4_b1,0.83,0.88,0.78,0.92,0.93,0.868,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/14_o3_orkg_d4_b1.md
14_o3_orkg_d4_b4,d4_b4,0.88,0.92,0.73,0.93,0.93,0.878,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/14_o3_orkg_d4_b4.md
15_o3_orkg_d1_b1,d1_b1,0.88,0.89,0.71,0.93,0.91,0.864,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/15_o3_orkg_d1_b1.md
15_o3_orkg_d1_b4,d1_b4,0.81,0.77,0.56,0.93,0.91,0.796,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/15_o3_orkg_d1_b4.md
15_o3_orkg_d4_b1,d4_b1,0.91,0.83,0.64,0.94,0.94,0.852,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/15_o3_orkg_d4_b1.md
15_o3_orkg_d4_b4,d4_b4,0.86,0.88,0.79,0.96,0.96,0.89,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/15_o3_orkg_d4_b4.md
16_o3_orkg_d1_b1,d1_b1,0.82,0.81,0.83,0.89,0.79,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/16_o3_orkg_d1_b1.md
16_o3_orkg_d1_b4,d1_b4,0.89,0.86,0.76,0.91,0.93,0.87,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/16_o3_orkg_d1_b4.md
16_o3_orkg_d4_b1,d4_b1,0.92,0.71,0.68,0.92,0.91,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/16_o3_orkg_d4_b1.md
16_o3_orkg_d4_b4,d4_b4,0.66,0.91,0.62,0.92,0.91,0.804,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/16_o3_orkg_d4_b4.md
17_o3_orkg_d1_b1,d1_b1,0.67,0.82,0.68,0.93,0.68,0.756,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/17_o3_orkg_d1_b1.md
17_o3_orkg_d1_b4,d1_b4,0.59,0.89,0.63,0.93,0.73,0.754,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/17_o3_orkg_d1_b4.md
17_o3_orkg_d4_b1,d4_b1,0.82,0.86,0.67,0.93,0.77,0.81,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/17_o3_orkg_d4_b1.md
17_o3_orkg_d4_b4,d4_b4,0.82,0.94,0.67,0.94,0.92,0.858,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/17_o3_orkg_d4_b4.md
18_o3_orkg_d1_b1,d1_b1,0.92,0.71,0.62,0.94,0.83,0.804,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/18_o3_orkg_d1_b1.md
18_o3_orkg_d1_b4,d1_b4,0.86,0.71,0.67,0.96,0.93,0.826,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/18_o3_orkg_d1_b4.md
18_o3_orkg_d4_b1,d4_b1,0.83,0.79,0.66,0.94,0.92,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/18_o3_orkg_d4_b1.md
18_o3_orkg_d4_b4,d4_b4,0.66,0.67,0.46,0.92,0.67,0.676,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/18_o3_orkg_d4_b4.md
19_o3_orkg_d1_b1,d1_b1,0.78,0.86,0.93,0.94,0.91,0.884,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/19_o3_orkg_d1_b1.md
19_o3_orkg_d1_b4,d1_b4,0.74,0.83,0.53,0.89,0.78,0.754,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/19_o3_orkg_d1_b4.md
19_o3_orkg_d4_b1,d4_b1,0.67,0.91,0.92,0.81,0.91,0.844,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/19_o3_orkg_d4_b1.md
19_o3_orkg_d4_b4,d4_b4,0.78,0.86,0.76,0.93,0.93,0.852,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/19_o3_orkg_d4_b4.md
1_o3_orkg_d1_b1,d1_b1,0.94,0.84,0.66,0.86,0.94,0.848,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/1_o3_orkg_d1_b1.md
1_o3_orkg_d1_b4,d1_b4,0.94,0.76,0.61,0.92,0.81,0.808,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/1_o3_orkg_d1_b4.md
1_o3_orkg_d4_b1,d4_b1,0.92,0.86,0.71,0.88,0.86,0.846,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/1_o3_orkg_d4_b1.md
1_o3_orkg_d4_b4,d4_b4,0.81,0.81,0.89,0.94,0.84,0.858,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/1_o3_orkg_d4_b4.md
20_o3_orkg_d1_b1,d1_b1,0.73,0.89,0.67,0.92,0.88,0.818,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/20_o3_orkg_d1_b1.md
20_o3_orkg_d1_b4,d1_b4,0.74,0.89,0.81,0.87,0.93,0.848,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/20_o3_orkg_d1_b4.md
20_o3_orkg_d4_b1,d4_b1,0.67,0.87,0.74,0.91,0.92,0.822,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/20_o3_orkg_d4_b1.md
20_o3_orkg_d4_b4,d4_b4,0.53,0.91,0.82,0.89,0.94,0.818,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/20_o3_orkg_d4_b4.md
21_o3_orkg_d1_b1,d1_b1,0.74,0.57,0.52,0.92,0.84,0.718,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/21_o3_orkg_d1_b1.md
21_o3_orkg_d1_b4,d1_b4,0.84,0.77,0.69,0.93,0.92,0.83,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/21_o3_orkg_d1_b4.md
21_o3_orkg_d4_b1,d4_b1,0.62,0.77,0.77,0.93,0.83,0.784,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/21_o3_orkg_d4_b1.md
21_o3_orkg_d4_b4,d4_b4,0.78,0.93,0.89,0.94,0.88,0.884,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/21_o3_orkg_d4_b4.md
22_o3_orkg_d1_b1,d1_b1,0.93,0.83,0.67,0.93,0.81,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/22_o3_orkg_d1_b1.md
22_o3_orkg_d1_b4,d1_b4,0.73,0.82,0.71,0.86,0.92,0.808,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/22_o3_orkg_d1_b4.md
22_o3_orkg_d4_b1,d4_b1,0.89,0.74,0.66,0.93,0.92,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/22_o3_orkg_d4_b1.md
22_o3_orkg_d4_b4,d4_b4,0.79,0.88,0.67,0.83,0.74,0.782,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/22_o3_orkg_d4_b4.md
23_o3_orkg_d1_b1,d1_b1,0.79,0.73,0.82,0.87,0.93,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/23_o3_orkg_d1_b1.md
23_o3_orkg_d1_b4,d1_b4,0.86,0.86,0.79,0.94,0.93,0.876,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/23_o3_orkg_d1_b4.md
23_o3_orkg_d4_b1,d4_b1,0.64,0.68,0.82,0.96,0.79,0.778,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/23_o3_orkg_d4_b1.md
23_o3_orkg_d4_b4,d4_b4,0.83,0.87,0.84,0.94,0.88,0.872,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/23_o3_orkg_d4_b4.md
24_o3_orkg_d1_b1,d1_b1,0.66,0.62,0.79,0.92,0.81,0.76,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/24_o3_orkg_d1_b1.md
24_o3_orkg_d1_b4,d1_b4,0.84,0.69,0.84,0.93,0.93,0.846,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/24_o3_orkg_d1_b4.md
24_o3_orkg_d4_b1,d4_b1,0.83,0.77,0.79,0.94,0.61,0.788,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/24_o3_orkg_d4_b1.md
24_o3_orkg_d4_b4,d4_b4,0.72,0.87,0.83,0.93,0.91,0.852,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/24_o3_orkg_d4_b4.md
25_o3_orkg_d1_b1,d1_b1,0.89,0.76,0.66,0.91,0.91,0.826,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/25_o3_orkg_d1_b1.md
25_o3_orkg_d1_b4,d1_b4,0.92,0.79,0.66,0.92,0.93,0.844,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/25_o3_orkg_d1_b4.md
25_o3_orkg_d4_b1,d4_b1,0.81,0.81,0.57,0.94,0.78,0.782,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/25_o3_orkg_d4_b1.md
25_o3_orkg_d4_b4,d4_b4,0.84,0.87,0.89,0.94,0.89,0.886,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/25_o3_orkg_d4_b4.md
26_o3_orkg_d1_b1,d1_b1,0.81,0.77,0.58,0.84,0.91,0.782,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/26_o3_orkg_d1_b1.md
26_o3_orkg_d1_b4,d1_b4,0.68,0.81,0.66,0.83,0.92,0.78,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/26_o3_orkg_d1_b4.md
26_o3_orkg_d4_b1,d4_b1,0.76,0.79,0.51,0.92,0.91,0.778,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/26_o3_orkg_d4_b1.md
26_o3_orkg_d4_b4,d4_b4,0.68,0.33,0.76,0.92,0.94,0.726,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/26_o3_orkg_d4_b4.md
27_o3_orkg_d1_b1,d1_b1,0.81,0.82,0.86,0.94,0.93,0.872,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/27_o3_orkg_d1_b1.md
27_o3_orkg_d1_b4,d1_b4,0.88,0.79,0.74,0.96,0.94,0.862,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/27_o3_orkg_d1_b4.md
27_o3_orkg_d4_b1,d4_b1,0.84,0.93,0.87,0.92,0.93,0.898,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/27_o3_orkg_d4_b1.md
27_o3_orkg_d4_b4,d4_b4,0.82,0.89,0.86,0.94,0.88,0.878,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/27_o3_orkg_d4_b4.md
28_o3_orkg_d1_b1,d1_b1,0.78,0.89,0.88,0.89,0.92,0.872,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/28_o3_orkg_d1_b1.md
28_o3_orkg_d1_b4,d1_b4,0.79,0.81,0.79,0.89,0.93,0.842,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/28_o3_orkg_d1_b4.md
28_o3_orkg_d4_b1,d4_b1,0.83,0.92,0.77,0.87,0.94,0.866,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/28_o3_orkg_d4_b1.md
28_o3_orkg_d4_b4,d4_b4,0.87,0.87,0.81,0.94,0.93,0.884,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/28_o3_orkg_d4_b4.md
29_o3_orkg_d1_b1,d1_b1,0.83,0.83,0.63,0.92,0.82,0.806,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/29_o3_orkg_d1_b1.md
29_o3_orkg_d1_b4,d1_b4,0.77,0.91,0.67,0.93,0.94,0.844,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/29_o3_orkg_d1_b4.md
29_o3_orkg_d4_b1,d4_b1,0.84,0.91,0.74,0.94,0.92,0.87,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/29_o3_orkg_d4_b1.md
29_o3_orkg_d4_b4,d4_b4,0.89,0.84,0.86,0.93,0.94,0.892,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/29_o3_orkg_d4_b4.md
2_o3_orkg_d1_b1,d1_b1,0.53,0.69,0.66,0.91,0.61,0.68,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/2_o3_orkg_d1_b1.md
2_o3_orkg_d1_b4,d1_b4,0.82,0.88,0.67,0.93,0.79,0.818,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/2_o3_orkg_d1_b4.md
2_o3_orkg_d4_b1,d4_b1,0.78,0.67,0.53,0.91,0.69,0.716,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/2_o3_orkg_d4_b1.md
2_o3_orkg_d4_b4,d4_b4,0.64,0.93,0.72,0.93,0.89,0.822,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/2_o3_orkg_d4_b4.md
30_o3_orkg_d1_b1,d1_b1,0.77,0.64,0.67,0.93,0.83,0.768,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/30_o3_orkg_d1_b1.md
30_o3_orkg_d1_b4,d1_b4,0.67,0.73,0.72,0.93,0.89,0.788,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/30_o3_orkg_d1_b4.md
30_o3_orkg_d4_b1,d4_b1,0.74,0.73,0.79,0.94,0.86,0.812,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/30_o3_orkg_d4_b1.md
30_o3_orkg_d4_b4,d4_b4,0.74,0.79,0.66,0.92,0.88,0.798,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/30_o3_orkg_d4_b4.md
31_o3_orkg_d1_b1,d1_b1,0.82,0.88,0.68,0.87,0.84,0.818,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/31_o3_orkg_d1_b1.md
31_o3_orkg_d1_b4,d1_b4,0.89,0.89,0.78,0.91,0.91,0.876,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/31_o3_orkg_d1_b4.md
31_o3_orkg_d4_b1,d4_b1,0.83,0.84,0.59,0.91,0.87,0.808,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/31_o3_orkg_d4_b1.md
31_o3_orkg_d4_b4,d4_b4,0.78,0.91,0.64,0.92,0.94,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/31_o3_orkg_d4_b4.md
32_o3_orkg_d1_b1,d1_b1,0.91,0.81,0.79,0.96,0.83,0.86,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/32_o3_orkg_d1_b1.md
32_o3_orkg_d1_b4,d1_b4,0.83,0.82,0.86,0.93,0.94,0.876,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/32_o3_orkg_d1_b4.md
32_o3_orkg_d4_b1,d4_b1,0.91,0.86,0.81,0.94,0.83,0.87,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/32_o3_orkg_d4_b1.md
32_o3_orkg_d4_b4,d4_b4,0.86,0.89,0.67,0.93,0.86,0.842,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/32_o3_orkg_d4_b4.md
33_o3_orkg_d1_b1,d1_b1,0.81,0.81,0.58,0.93,0.82,0.79,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/33_o3_orkg_d1_b1.md
33_o3_orkg_d1_b4,d1_b4,0.72,0.83,0.74,0.93,0.77,0.798,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/33_o3_orkg_d1_b4.md
33_o3_orkg_d4_b1,d4_b1,0.93,0.82,0.79,0.94,0.92,0.88,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/33_o3_orkg_d4_b1.md
33_o3_orkg_d4_b4,d4_b4,0.79,0.86,0.78,0.93,0.94,0.86,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/33_o3_orkg_d4_b4.md
34_o3_orkg_d1_b1,d1_b1,0.82,0.91,0.81,0.96,0.91,0.882,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/34_o3_orkg_d1_b1.md
34_o3_orkg_d1_b4,d1_b4,0.82,0.93,0.74,0.91,0.93,0.866,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/34_o3_orkg_d1_b4.md
34_o3_orkg_d4_b1,d4_b1,0.64,0.89,0.77,0.91,0.93,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/34_o3_orkg_d4_b1.md
34_o3_orkg_d4_b4,d4_b4,0.86,0.94,0.91,0.96,0.94,0.922,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/34_o3_orkg_d4_b4.md
35_o3_orkg_d1_b1,d1_b1,0.74,0.79,0.78,0.93,0.91,0.83,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/35_o3_orkg_d1_b1.md
35_o3_orkg_d1_b4,d1_b4,0.81,0.71,0.89,0.94,0.94,0.858,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/35_o3_orkg_d1_b4.md
35_o3_orkg_d4_b1,d4_b1,0.93,0.84,0.69,0.83,0.86,0.83,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/35_o3_orkg_d4_b1.md
35_o3_orkg_d4_b4,d4_b4,0.72,0.92,0.88,0.96,0.93,0.882,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/35_o3_orkg_d4_b4.md
36_o3_orkg_d1_b1,d1_b1,0.68,0.62,0.53,0.93,0.81,0.714,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/36_o3_orkg_d1_b1.md
36_o3_orkg_d1_b4,d1_b4,0.72,0.79,0.57,0.87,0.89,0.768,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/36_o3_orkg_d1_b4.md
36_o3_orkg_d4_b1,d4_b1,0.73,0.72,0.66,0.94,0.89,0.788,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/36_o3_orkg_d4_b1.md
36_o3_orkg_d4_b4,d4_b4,0.73,0.93,0.63,0.93,0.94,0.832,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/36_o3_orkg_d4_b4.md
37_o3_orkg_d1_b1,d1_b1,0.76,0.72,0.71,0.93,0.86,0.796,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/37_o3_orkg_d1_b1.md
37_o3_orkg_d1_b4,d1_b4,0.78,0.83,0.67,0.94,0.92,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/37_o3_orkg_d1_b4.md
37_o3_orkg_d4_b1,d4_b1,0.72,0.77,0.78,0.92,0.91,0.82,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/37_o3_orkg_d4_b1.md
37_o3_orkg_d4_b4,d4_b4,0.79,0.73,0.56,0.94,0.84,0.772,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/37_o3_orkg_d4_b4.md
38_o3_orkg_d1_b1,d1_b1,0.59,0.89,0.89,0.93,0.91,0.842,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/38_o3_orkg_d1_b1.md
38_o3_orkg_d1_b4,d1_b4,0.67,0.87,0.79,0.92,0.93,0.836,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/38_o3_orkg_d1_b4.md
38_o3_orkg_d4_b1,d4_b1,0.59,0.93,0.86,0.94,0.96,0.856,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/38_o3_orkg_d4_b1.md
38_o3_orkg_d4_b4,d4_b4,0.91,0.92,0.83,0.94,0.93,0.906,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/38_o3_orkg_d4_b4.md
39_o3_orkg_d1_b1,d1_b1,0.86,0.78,0.63,0.92,0.87,0.812,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/39_o3_orkg_d1_b1.md
39_o3_orkg_d1_b4,d1_b4,0.84,0.73,0.66,0.91,0.82,0.792,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/39_o3_orkg_d1_b4.md
39_o3_orkg_d4_b1,d4_b1,0.73,0.71,0.57,0.87,0.88,0.752,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/39_o3_orkg_d4_b1.md
39_o3_orkg_d4_b4,d4_b4,0.82,0.66,0.63,0.93,0.79,0.766,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/39_o3_orkg_d4_b4.md
3_o3_orkg_d1_b1,d1_b1,0.61,0.83,0.79,0.93,0.88,0.808,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/3_o3_orkg_d1_b1.md
3_o3_orkg_d1_b4,d1_b4,0.79,0.83,0.68,0.91,0.89,0.82,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/3_o3_orkg_d1_b4.md
3_o3_orkg_d4_b1,d4_b1,0.82,0.76,0.77,0.93,0.91,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/3_o3_orkg_d4_b1.md
3_o3_orkg_d4_b4,d4_b4,0.81,0.89,0.89,0.94,0.93,0.892,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/3_o3_orkg_d4_b4.md
40_o3_orkg_d1_b1,d1_b1,0.87,0.88,0.69,0.88,0.91,0.846,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/40_o3_orkg_d1_b1.md
40_o3_orkg_d1_b4,d1_b4,0.79,0.92,0.73,0.91,0.93,0.856,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/40_o3_orkg_d1_b4.md
40_o3_orkg_d4_b1,d4_b1,0.83,0.83,0.77,0.94,0.88,0.85,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/40_o3_orkg_d4_b1.md
40_o3_orkg_d4_b4,d4_b4,0.87,0.88,0.81,0.94,0.92,0.884,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/40_o3_orkg_d4_b4.md
41_o3_orkg_d1_b1,d1_b1,0.77,0.76,0.71,0.92,0.89,0.81,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/41_o3_orkg_d1_b1.md
41_o3_orkg_d1_b4,d1_b4,0.83,0.79,0.64,0.88,0.86,0.8,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/41_o3_orkg_d1_b4.md
41_o3_orkg_d4_b1,d4_b1,0.84,0.89,0.61,0.94,0.84,0.824,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/41_o3_orkg_d4_b1.md
41_o3_orkg_d4_b4,d4_b4,0.88,0.83,0.74,0.92,0.93,0.86,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/41_o3_orkg_d4_b4.md
42_o3_orkg_d1_b1,d1_b1,0.67,0.83,0.86,0.88,0.93,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/42_o3_orkg_d1_b1.md
42_o3_orkg_d1_b4,d1_b4,0.79,0.81,0.54,0.93,0.59,0.732,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/42_o3_orkg_d1_b4.md
42_o3_orkg_d4_b1,d4_b1,0.79,0.67,0.83,0.93,0.89,0.822,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/42_o3_orkg_d4_b1.md
